0,1,2,3,4,5,6,7,8,9,10,11,topic_id,topic_txt,topics,title,filename,src,x,y
0.017557740211486816,0.0,0.45160558819770813,0.0,0.03607865795493126,0.0345977358520031,0.0,0.4009314775466919,0.011880132369697094,0.0,0.0,0.0,2,learning; image; machine; learn; machine_learning; feature; training; network; deep; label,Topic: 2,A Beginners Guide to Unsupervised Learning | by Mathanraj Sharma | Analytics Vidhya | Medium,A Beginners Guide to Unsupervised Learning | by Mathanraj Sharma | Analytics Vidhya | Medium,medium.com,1.0663075,8.272327
0.07338152825832367,0.0,0.04700493812561035,0.019203713163733482,0.01648869924247265,0.0,0.03451497107744217,0.028715049847960472,0.7409319281578064,0.0,0.017301637679338455,0.0,8,distance; word; vector; graph; similarity; node; metric; calculate; cosine; point,Topic: 8,Importance of Distance Metrics in Machine Learning | by Alekhyo Banerjee | Medium,Importance of Distance Metrics in Machine Learning | by Alekhyo Banerjee | Medium,medium.com,-0.36613107,4.4707165
0.0,0.0,0.0,0.02374630980193615,0.0,0.2365739941596985,0.0240014661103487,0.10588470101356506,0.0,0.017259780317544937,0.0,0.5701668858528137,11,device; score; risk; event; day; algorithm; show; solution; risk_score; value,Topic: 11,A gentle introduction to genetic algorithm | by Nguyễn Việt Hưng | The happy lone guy | Medium,A gentle introduction to genetic algorithm | by Nguyễn Việt Hưng | The happy lone guy | Medium,medium.com,6.144899,-11.879082
0.6697825193405151,0.027473535388708115,0.030532106757164,0.0,0.0,0.11521819233894348,0.0,0.04810372367501259,0.07180480659008026,0.010142100043594837,0.0,0.0,0,user; device; item; recommendation; score; system; rating; movie; app; filtering,Topic: 0,Recommendation Systems : User-based Collaborative Filtering using N Nearest Neighbors | by Ashay Pathak | SFU Professional Master’s Program in Computer Science | Medium,Recommendation Systems : User-based Collaborative Filtering using N Nearest Neighbors | by Ashay Pathak | SFU Professional Master’s Program in Computer Science | Medium,medium.com,13.162545,-4.14964
0.701583206653595,0.0137409009039402,0.0,0.017610225826501846,0.0,0.0,0.02656594105064869,0.12765438854694366,0.07453098148107529,0.016016650944948196,0.0,0.0,0,user; device; item; recommendation; score; system; rating; movie; app; filtering,Topic: 0,Beginner’s guide to build Recommendation Engine in Python | by Amey Band | The Startup | Medium,Beginner’s guide to build Recommendation Engine in Python | by Amey Band | The Startup | Medium,medium.com,13.49192,-4.122068
0.543785572052002,0.05429994687438011,0.046683602035045624,0.0,0.0,0.07883023470640182,0.0,0.08675295114517212,0.0,0.088462695479393,0.0,0.06953949481248856,0,user; device; item; recommendation; score; system; rating; movie; app; filtering,Topic: 0,Recommendation Engines 101. Get Started & Master the Basics | by Pierre Pfennig | data from the trenches | Medium,Recommendation Engines 101. Get Started & Master the Basics | by Pierre Pfennig | data from the trenches | Medium,medium.com,12.541415,-4.3713207
0.06529688090085983,0.1334862858057022,0.0643404945731163,0.10470108687877655,0.07992822676897049,0.05768841877579689,0.06036551296710968,0.0621834434568882,0.0594143383204937,0.06757619976997375,0.18613377213478088,0.058885328471660614,10,security; ai; cyber; attack; system; intelligence; cybersecurity; threat; company; risk,Topic: 10,Berkeley I School – Medium,Berkeley I School – Medium,medium.com,-5.851499,-2.3246984
0.017497943714261055,0.0,0.21663200855255127,0.011859792284667492,0.0,0.02576562389731407,0.0,0.6866918206214905,0.0,0.0,0.0,0.0,7,matrix; value; feature; variance; component; dimension; let; game; pca; mean,Topic: 7,"Machine Learning for Humans, Part 3: Unsupervised Learning | by Vishal Maini | Machine Learning for Humans | Medium","Machine Learning for Humans, Part 3: Unsupervised Learning | by Vishal Maini | Machine Learning for Humans | Medium",medium.com,4.394695,1.8401638
0.01734275184571743,0.0,0.32006120681762695,0.023741869255900383,0.14619502425193787,0.0,0.0,0.0770103707909584,0.021293118596076965,0.031201766803860664,0.32611945271492004,0.013531348668038845,10,security; ai; cyber; attack; system; intelligence; cybersecurity; threat; company; risk,Topic: 10,AI and Machine Learning in Cyber Security | by Formulatedby | Towards Data Science,AI and Machine Learning in Cyber Security | by Formulatedby | Towards Data Science,medium.com,-5.8985744,-5.1878552
0.29329147934913635,0.011945697478950024,0.04578642174601555,0.0335724763572216,0.0,0.03233488276600838,0.024113694205880165,0.035686179995536804,0.47202417254447937,0.011645408347249031,0.01287644449621439,0.017122382298111916,8,distance; word; vector; graph; similarity; node; metric; calculate; cosine; point,Topic: 8,Content-Based Recommendations — Part 3 | by Rakesh4real | Fnplus Club | Medium,Content-Based Recommendations — Part 3 | by Rakesh4real | Fnplus Club | Medium,medium.com,11.491284,-1.6674356
